문자내용,분류
"[Web발신]
단기 알바 급하게 구합니다. 일당 20만원 지급 1588-7883",스미싱
"[Web발신]
카카오뱅크 체크카드 승인 12,900원 쿠팡 15:07",정상
롯데마트 주문하신 상품이 발송되었습니다. 송장번호는 앱에서 확인하세요.,정상
"[Web발신]
[알림] 미납 통신요금 89,000원 정지 예정 안내 ㅁㅁ링크",스미싱
"[Web발신]
[농협은행] 저금리 대환대출 최대 356,000원 한도확인 가능합니다 http://kr-z3f3.top",스미싱
"[Web발신]
[투자] 종목 무료 추천방 오픈. 수익률 182% 실화입니다 http://me2.kr/fxxj",스미싱
이번 주말에 시간 괜찮아? 얼굴 한번 보자 앱에서 확인: https://www.naver.com/k2pd,정상
[미용실] 예약 5/17 13:20 확인되었습니다. 늦지 않게 방문 부탁드려요. 앱에서 확인: https://www.naver.com/mwkt,정상
"[LG U+] 이번 달 요금은 12,900원입니다. 자세한 내역은 고객센터 1588-5975",정상
"[Web발신]
[이벤트] 무료 상품권 128,000원 선착순 지급중. 지금 신청 ㅁㅁ링크",스미싱
"[Web발신]
단기 알바 급하게 구합니다. 일당 20만원 지급 1588-6506",스미싱
임지은 대리님 요청하신 자료 메일로 보냈습니다. 확인 부탁드려요.,정상
[건강보험공단] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 1588-1116,정상
"[Web발신]
[쿠팡] 배송지 미확인 상품 반송 예정입니다. 확인 ㅁㅁ링크",스미싱
"[Web발신]
마이너스통장 신규 대상자입니다. 서류없이 당일 입금 http://kr-73a3.top",스미싱
"[Web발신]
[카카오뱅크] 고객님 신용등급 상승으로 추가한도 승인되었습니다 http://me2.kr/ncru",스미싱
이마트 주문하신 상품이 발송되었습니다. 송장번호는 앱에서 확인하세요. 앱에서 확인: https://www.naver.com/4raq,정상
"[Web발신]
[경찰청] 소상공인 재난지원금 지급 대상 안내 ㅁㅁ링크",스미싱
"[Web발신]
[관세청] 소상공인 재난지원금 지급 대상 안내 http://me2.kr/f5e6",스미싱
"[Web발신]
고객님 포인트 소멸 예정입니다. 무료 전환 신청 http://kr-rg5t.top",스미싱
"[Web발신]
계정 도용 의심으로 이용이 제한되었습니다. 해제 http://xn--pd42v.xyz",스미싱
[모바일 초대장] 우리 아이 돌잔치에 초대합니다 http://vo.la/2vzy,스미싱
"[Web발신]
해외 직구 89,000원 결제 승인 안내. 취소 문의 010-2274-1930",스미싱
우리정형외과 예약 안내: 10/11 13:20. 변경은 02-0917-1473로 연락 주세요.,정상
이마트 주문하신 상품이 발송되었습니다. 송장번호는 앱에서 확인하세요. 자세히 보기: https://www.naver.com/nf4g,정상
"[Web발신]
축하합니다! 11번가 경품 이벤트에 당첨되셨습니다 ㅁㅁ링크",스미싱
"[Web발신]
롯데마트 상품권 무료 증정 이벤트 당첨자로 선정되셨습니다 http://me2.kr/gtbc",스미싱
[아파트관리사무소] 단수 안내: 8/14 22:40부터 2시간 단수 예정입니다.,정상
안녕하세요 우체국택배 강미경입니다. 부재중이라 경비실에 맡겨두었습니다. 자세히 보기: https://www.naver.com/bnuy,정상
안녕하세요 CJ대한통운 임지은입니다. 부재중이라 경비실에 맡겨두었습니다. 자세히 보기: https://www.naver.com/que2,정상
비 온대. 우산 챙겨서 나가,정상
"[Web발신]
롯데카드 승인 정*현
770,000원 일시불
11/02 13:20
G마켓 앱에서 확인: https://www.naver.com/xgge",정상
"[Web발신]
[롯데카드] 카드 발급이 완료되었습니다. 본인 신청이 아니면 http://vo.la/g5ud",스미싱
"[Web발신]
[농협은행] 고객님 계좌에서 1,250,000원 이체 시도가 감지되었습니다 http://kr-fq32.top",스미싱
"[Web발신]
우리은행 출금 12,900원
6/28 10:45 자동이체 자세히 보기: https://www.naver.com/5ud3",정상
"[Web발신]
[긴급] 미사용 포인트 770,000점 오늘 소멸됩니다 http://me2.kr/44tq",스미싱
[미용실] 예약 9/23 09:12 확인되었습니다. 늦지 않게 방문 부탁드려요. 자세히 보기: https://www.naver.com/8vv7,정상
"[Web발신]
[알림] 미납 통신요금 35,000원 정지 예정 안내 http://xn--zmrd9.xyz",스미싱
[질병관리청] 주민세 납부 기한은 3/21까지입니다. 문의는 070-1420-1141,정상
미소안과입니다. 처방하신 약 준비되었습니다. 방문해 주세요. 자세히 보기: https://www.naver.com/dbxd,정상
"[Web발신]
소액으로 시작하는 재테크. 원금보장 고수익 http://vo.la/6wq3",스미싱
"[Web발신]
국민은행 입금 128,000원
잔액 48,700원
12/19 15:07",정상
[행정안전부] 주민세 납부 기한은 2/03까지입니다. 문의는 010-9882-8212,정상
[헬스장] 회원권이 10/11에 만료됩니다. 데스크로 문의 주세요.,정상
"[Web발신]
[질병관리청] 국민연금 미환급금 조회 대상자입니다. 확인 ㅁㅁ링크",스미싱
"[Web발신]
[삼성카드] 카드 발급이 완료되었습니다. 본인 신청이 아니면 hxxp://bit.ly/zpeuh",스미싱
정대현 대리님 요청하신 자료 메일로 보냈습니다. 확인 부탁드려요. 자세히 보기: https://www.naver.com/vup9,정상
[세탁소] 맡기신 옷 세탁 완료되었습니다. 편하실 때 찾아가세요.,정상
"[Web발신]
롯데마트 상품권 무료 증정 이벤트 당첨자로 선정되셨습니다 http://me2.kr/37x8",스미싱
[서울시청] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 1666-5260 자세히 보기: https://www.naver.com/fmn8,정상
우리정형외과입니다. 처방하신 약 준비되었습니다. 방문해 주세요.,정상
[햇살초등학교] 학부모 상담 주간 안내드립니다. 신청서를 보내드렸습니다.,정상
"[Web발신]
[건강보험공단] 건강검진 미수검자 안내. 대상자 조회 ㅁㅁ링크",스미싱
"[Web발신]
고객님 앞으로 도착한 종물물품 1건이 있습니다. 조회 http://vo.la/89pp",스미싱
"[Web발신]
앱 정기결제 770,000원 자동 갱신 예정입니다. 해지 ㅁㅁ링크",스미싱
"[Web발신]
기업은행 예금 만기 안내. 자세한 내용은 영업점 또는 02-6800-6879",정상
한마음병원입니다. 처방하신 약 준비되었습니다. 방문해 주세요. 앱에서 확인: https://www.naver.com/kp7k,정상
"[Web발신]
축하합니다! 신세계몰 경품 이벤트에 당첨되셨습니다 http://vo.la/6fnb",스미싱
"[Web발신]
[국민카드] 해외결제 48,700원 승인. 본인 아닐시 즉시 문의 ㅁㅁ링크",스미싱
"[Web발신]
[삼성카드] 카드 발급이 완료되었습니다. 본인 신청이 아니면 http://han.gl/3ng5",스미싱
[한진택배] 상품을 문 앞에 두고 갔습니다. 확인 부탁드립니다. 자세히 보기: https://www.naver.com/s943,정상
서울내과의원 검진 결과가 나왔습니다. 내원하셔서 상담 받으시기 바랍니다. 자세히 보기: https://www.naver.com/p3vd,정상
[아파트관리사무소] 정기 소방점검이 6/28에 있습니다. 협조 부탁드립니다. 자세히 보기: https://www.naver.com/jznb,정상
오늘 회식 21:15에 시작합니다. 장소는 사무실 앞에서 모입니다.,정상
[모바일 청첩장] 윤성호 결혼합니다. 초대장 확인 ㅁㅁ링크,스미싱
"[Web발신]
소액으로 시작하는 재테크. 원금보장 고수익 http://xn--p8kzh.xyz",스미싱
나 지금 출발했어. 21:15쯤 도착할 것 같아,정상
"[Web발신]
해외 직구 89,000원 결제 승인 안내. 취소 문의 02-9160-3883",스미싱
우리정형외과입니다. 내일 10:45 예약 확인 전화드렸는데 부재중이셨습니다. 070-8360-1559,정상
[관세청] 민방위 교육 일정 안내입니다. 대상자는 사이버교육 이수 바랍니다. 자세히 보기: https://www.naver.com/eq69,정상
"[Web발신]
[신한은행] 고객님 계좌에서 356,000원 이체 시도가 감지되었습니다 http://me2.kr/xuhe",스미싱
"[Web발신]
귀하의 명의로 휴대폰이 개통되었습니다. 신고 http://kr-6v24.top",스미싱
미소안과입니다. 내일 19:48 예약 확인 전화드렸는데 부재중이셨습니다. 1666-6603 앱에서 확인: https://www.naver.com/uxxs,정상
[질병관리청] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 070-5121-6254,정상
"[Web발신]
[CU편의점택배] 배송지 미확인 상품 반송 예정입니다. 확인 http://xn--69jww.xyz",스미싱
박정호 대리님 요청하신 자료 메일로 보냈습니다. 확인 부탁드려요. 자세히 보기: https://www.naver.com/6p36,정상
"[Web발신]
고객님 계좌가 보이스피싱 피해 계좌로 신고되었습니다 1588-6882",스미싱
"[Web발신]
온라인 쇼핑몰 리뷰 알바 모집합니다. 건당 1만원 hxxp://bit.ly/5da4r",스미싱
"[Web발신]
귀하의 명의로 휴대폰이 개통되었습니다. 신고 http://kr-wtdw.top",스미싱
삼촌 약 잘 챙겨 드시고 계세요. 주말에 갈게요 앱에서 확인: https://www.naver.com/gkad,정상
안녕하세요 한진택배 김민수입니다. 부재중이라 경비실에 맡겨두었습니다. 앱에서 확인: https://www.naver.com/qn6r,정상
"[Web발신]
BC카드 7/05 청구금액 1,250,000원 안내드립니다. 문의 1588-9460",정상
[G마켓] 주문번호 확인 결과 정상 배송 중입니다. 문의 1588-9672,정상
"[Web발신]
[국민카드] 해외결제 35,000원 승인. 본인 아닐시 즉시 문의 ㅁㅁ링크",스미싱
미소안과입니다. 처방하신 약 준비되었습니다. 방문해 주세요. 자세히 보기: https://www.naver.com/hbd7,정상
"[Web발신]
백신 접종 예약 변경 안내드립니다. 확인 http://cwp6.duckdns.org",스미싱
"[Web발신]
[신한은행] 비정상 로그인 감지. 계정 정지 예정입니다 http://vo.la/52ma",스미싱
"[Web발신]
카카오뱅크 출금 2,480,000원
5/17 10:45 자동이체",정상
우리정형외과입니다. 내일 17:33 예약 확인 전화드렸는데 부재중이셨습니다. 1588-4843,정상
"[Web발신]
[행정안전부] 건강검진 미수검자 안내. 대상자 조회 http://vo.la/48ms",스미싱
"[Web발신]
[CJ대한통운] 배송지 미확인 상품 반송 예정입니다. 확인 http://89st.duckdns.org",스미싱
"[Web발신]
마이너스통장 신규 대상자입니다. 서류없이 당일 입금 http://aava.duckdns.org",스미싱
"[Web발신]
하나은행 체크카드 승인 2,480,000원 이마트 15:07",정상
나 지금 출발했어. 22:40쯤 도착할 것 같아 앱에서 확인: https://www.naver.com/rqxs,정상
"[Web발신]
무료 운세 이벤트 참여하고 상품 받아가세요 http://han.gl/572u",스미싱
[국세청] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 010-5145-0046,정상
[KT] 데이터 사용량이 80%를 초과했습니다. 남은 기간 확인하세요.,정상
정대현 대리님 요청하신 자료 메일로 보냈습니다. 확인 부탁드려요. 앱에서 확인: https://www.naver.com/d2e6,정상
"[Web발신]
백화점 상품권 무료 증정 이벤트 당첨자로 선정되셨습니다 ㅁㅁ링크",스미싱
이영희아 생일 축하해! 좋은 하루 보내 앱에서 확인: https://www.naver.com/efny,정상
"[Web발신]
[국민연금공단] 소상공인 재난지원금 지급 대상 안내 ㅁㅁ링크",스미싱
"[Web발신]
[BC카드] 카드 발급이 완료되었습니다. 본인 신청이 아니면 ㅁㅁ링크",스미싱
"[Web발신]
[검찰청] 귀하의 명의로 계좌가 개설되어 수사중입니다. 확인 http://xn--kuk7w.xyz",스미싱
"[Web발신]
[행정안전부] 국민연금 미환급금 조회 대상자입니다. 확인 http://xn--we4xc.xyz",스미싱
"[Web발신]
[알림] 미납 통신요금 89,000원 정지 예정 안내 http://me2.kr/dk64",스미싱
[이마트] 주문번호 확인 결과 정상 배송 중입니다. 문의 070-3013-8294,정상
"[Web발신]
삼성카드 1/12 청구금액 12,900원 안내드립니다. 문의 010-9656-2178 자세히 보기: https://www.naver.com/sm8c",정상
"[Web발신]
하나은행 출금 356,000원
6/28 19:48 자동이체",정상
조은주아 생일 축하해! 좋은 하루 보내,정상
"[Web발신]
우리은행 체크카드 승인 89,000원 G마켓 15:07 앱에서 확인: https://www.naver.com/9wsy",정상
아빠 오늘 저녁에 집에 몇 시쯤 와? 밥 차려놓을게 앱에서 확인: https://www.naver.com/k9ms,정상
윤성호님 내일 회의 09:12으로 변경되었습니다. 확인 부탁드립니다.,정상
"[Web발신]
앱 업데이트공개 필요. 미업데이트시 서비스 중단됩니다 http://han.gl/m3m5",스미싱
"[Web발신]
단기 알바 급하게 구합니다. 일당 20만원 지급 010-6557-4731",스미싱
"[Web발신]
[알림] 미납 통신요금 48,700원 정지 예정 안내 ㅁㅁ링크",스미싱
"[Web발신]
고객님 계좌가 보이스피싱 피해 계좌로 신고되었습니다 02-4433-5574",스미싱
[새싹유치원] 학부모 상담 주간 안내드립니다. 신청서를 보내드렸습니다.,정상
"[Web발신]
농협은행 예금 만기 안내. 자세한 내용은 영업점 또는 02-3361-4195 앱에서 확인: https://www.naver.com/53da",정상
[학원] 이영희 학생 오늘 결석했습니다. 확인 부탁드립니다.,정상
[건강보험공단] 민방위 교육 일정 안내입니다. 대상자는 사이버교육 이수 바랍니다. 앱에서 확인: https://www.naver.com/26yu,정상
"[Web발신]
앱 업데이트공개 필요. 미업데이트시 서비스 중단됩니다 http://han.gl/2hke",스미싱
[CU편의점택배] 상품을 문 앞에 두고 갔습니다. 확인 부탁드립니다.,정상
"[Web발신]
카카오뱅크 예금 만기 안내. 자세한 내용은 영업점 또는 1588-6998",정상
아빠 지금 통화 안돼서 문자로 보내. 이거 좀 확인해줘 http://kr-zbek.top,스미싱
서울내과의원 예약 안내: 12/19 17:33. 변경은 02-8660-1243로 연락 주세요.,정상
"[Web발신]
계정 도용 의심으로 이용이 제한되었습니다. 해제 http://3bck.duckdns.org",스미싱
[한진택배] 배송이 완료되었습니다. 이용해 주셔서 감사합니다. 자세히 보기: https://www.naver.com/sec2,정상
"[Web발신]
[국민연금공단] 정부지원금 신청 대상자로 선정되셨습니다. 신청기한 오늘까지 ㅁㅁ링크",스미싱
[쿠팡] 주문번호 확인 결과 정상 배송 중입니다. 문의 010-5090-9766,정상
"[Web발신]
소액으로 시작하는 재테크. 원금보장 고수익 http://vo.la/gf2a",스미싱
[롯데택배] 상품을 문 앞에 두고 갔습니다. 확인 부탁드립니다.,정상
[새싹유치원] 급식 식단표를 가정통신문으로 배부하였습니다.,정상
"[Web발신]
[국민연금공단] 건강검진 미수검자 안내. 대상자 조회 ㅁㅁ링크",스미싱
"[Web발신]
국민은행 입금 2,480,000원
잔액 89,000원
11/02 17:33 자세히 보기: https://www.naver.com/2tbg",정상
"[Web발신]
귀하의 명의로 휴대폰이 개통되었습니다. 신고 http://vo.la/vfce",스미싱
[푸른어린이집] 학부모 상담 주간 안내드립니다. 신청서를 보내드렸습니다. 자세히 보기: https://www.naver.com/xc2r,정상
[헬스장] 회원권이 5/17에 만료됩니다. 데스크로 문의 주세요. 자세히 보기: https://www.naver.com/t45w,정상
[모바일 초대장] 우리 아이 돌잔치에 초대합니다 ㅁㅁ링크,스미싱
"[Web발신]
카카오뱅크 출금 356,000원
3/21 22:40 자동이체 앱에서 확인: https://www.naver.com/hhj8",정상
[경찰청] 주민세 납부 기한은 3/21까지입니다. 문의는 070-8417-6200 앱에서 확인: https://www.naver.com/brkn,정상
"[Web발신]
농협은행 입금 128,000원
잔액 356,000원
11/02 10:45",정상
이마트 주문하신 상품이 발송되었습니다. 송장번호는 앱에서 확인하세요.,정상
"[Web발신]
타지역에서 로그인 시도가 감지되었습니다. 본인확인 http://han.gl/xmxb",스미싱
[한진택배] 고객님의 상품이 오늘 도착 예정입니다. 기사 김민수 1666-7406,정상
"[Web발신]
카카오뱅크 입금 128,000원
잔액 770,000원
9/23 09:12 자세히 보기: https://www.naver.com/2ygk",정상
[도서관] 대출하신 도서 반납일이 7/05입니다.,정상
[아파트관리사무소] 단수 안내: 3/21 21:15부터 2시간 단수 예정입니다.,정상
"[Web발신]
롯데마트 상품권 무료 증정 이벤트 당첨자로 선정되셨습니다 hxxp://bit.ly/xwcsc",스미싱
"[Web발신]
백신 접종 예약 변경 안내드립니다. 확인 hxxp://bit.ly/gtnhs",스미싱
"[Web발신]
계정 도용 의심으로 이용이 제한되었습니다. 해제 http://me2.kr/j6ue",스미싱
"[Web발신]
새마을금고 예금 만기 안내. 자세한 내용은 영업점 또는 1588-7917 자세히 보기: https://www.naver.com/93sy",정상
"[Web발신]
우리은행 체크카드 승인 89,000원 이마트 22:40 자세히 보기: https://www.naver.com/j26s",정상
"[Web발신]
고객님 계좌가 보이스피싱 피해 계좌로 신고되었습니다 02-7987-0920",스미싱
"[Web발신]
[국민연금공단] 종합소득세 환급금 1,250,000원이 미수령 상태입니다. 신청 http://xn--egp4z.xyz",스미싱
"[Web발신]
새마을금고 체크카드 승인 770,000원 롯데마트 09:12",정상
"[Web발신]
[로젠택배] 주소불일치로 물품 배송이 보류되었습니다. 주소 확인 ㅁㅁ링크",스미싱
"[Web발신]
[백화점] 주문하신 상품이 결제 처리되었습니다. 취소 http://han.gl/sk92",스미싱
롯데마트 주문하신 상품이 발송되었습니다. 송장번호는 앱에서 확인하세요. 자세히 보기: https://www.naver.com/ps22,정상
"[Web발신]
우리은행 입금 2,480,000원
잔액 2,480,000원
9/23 09:12",정상
"[Web발신]
앱 업데이트공개 필요. 미업데이트시 서비스 중단됩니다 http://han.gl/es59",스미싱
서울내과의원 검진 결과가 나왔습니다. 내원하셔서 상담 받으시기 바랍니다.,정상
[학원] 정대현 학생 오늘 결석했습니다. 확인 부탁드립니다. 자세히 보기: https://www.naver.com/astk,정상
"[Web발신]
롯데카드 승인 김*수
356,000원 일시불
12/19 15:07
쿠팡",정상
"[Web발신]
하나은행 출금 2,480,000원
10/11 19:48 자동이체",정상
[국민연금공단] 민방위 교육 일정 안내입니다. 대상자는 사이버교육 이수 바랍니다.,정상
[경찰청] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 02-7387-5163,정상
어제 고마웠어. 다음에 밥 한번 사줄게 앱에서 확인: https://www.naver.com/qdvf,정상
[도서관] 대출하신 도서 반납일이 8/14입니다. 자세히 보기: https://www.naver.com/2ak9,정상
"[Web발신]
[G마켓] 770,000원 결제가 완료되었습니다. 본인 아니면 1588-8185",스미싱
"[Web발신]
[투자] 종목 무료 추천방 오픈. 수익률 182% 실화입니다 hxxp://bit.ly/c3jww",스미싱
"[Web발신]
해외 직구 89,000원 결제 승인 안내. 취소 문의 010-1196-0972",스미싱
한마음병원입니다. 내일 17:33 예약 확인 전화드렸는데 부재중이셨습니다. 1666-4883 앱에서 확인: https://www.naver.com/w23e,정상
[이마트] 주문번호 확인 결과 정상 배송 중입니다. 문의 070-3269-0022,정상
[우체국택배] 고객님의 상품이 오늘 도착 예정입니다. 기사 임지은 02-3628-4041 앱에서 확인: https://www.naver.com/yvvz,정상
[모바일 청첩장] 이영희 결혼합니다. 초대장 확인 http://han.gl/hdzy,스미싱
"[Web발신]
[알림] 미납 통신요금 1,250,000원 정지 예정 안내 http://han.gl/c7qx",스미싱
"[Web발신]
마이너스통장 신규 대상자입니다. 서류없이 당일 입금 http://kr-k5az.top",스미싱
[부고] 삼가 고인의 명복을 빕니다. 부고장 http://tyfd.duckdns.org,스미싱
"[Web발신]
[질병관리청] 정부지원금 신청 대상자로 선정되셨습니다. 신청기한 오늘까지 http://me2.kr/2ndv",스미싱
[부고] 삼가 고인의 명복을 빕니다. 부고장 ㅁㅁ링크,스미싱
"[Web발신]
[건강보험공단] 종합소득세 환급금 89,000원이 미수령 상태입니다. 신청 ㅁㅁ링크",스미싱
[이마트] 주문번호 확인 결과 정상 배송 중입니다. 문의 02-5372-2352,정상
[이마트] 주문번호 확인 결과 정상 배송 중입니다. 문의 1666-4624,정상
"[Web발신]
[긴급] 미사용 포인트 356,000점 오늘 소멸됩니다 ㅁㅁ링크",스미싱
"[Web발신]
우리은행 출금 48,700원
6/28 21:15 자동이체 자세히 보기: https://www.naver.com/hp9g",정상
"[Web발신]
하나은행 체크카드 승인 89,000원 백화점 22:40",정상
"[Web발신]
[CJ대한통운] 배송지 미확인 상품 반송 예정입니다. 확인 http://me2.kr/a9wv",스미싱
휴가 결재 승인되었습니다. 인수인계 진행해 주세요. 자세히 보기: https://www.naver.com/e7n8,정상
"[Web발신]
[서울시청] 재택 근무자 지원금 신청 접수중입니다 http://han.gl/g5g4",스미싱
"[Web발신]
고객님 계좌가 보이스피싱 피해 계좌로 신고되었습니다 010-4633-3364",스미싱
"[Web발신]
마이너스통장 신규 대상자입니다. 서류없이 당일 입금 http://prhm.duckdns.org",스미싱
"[Web발신]
단기 알바 급하게 구합니다. 일당 20만원 지급 02-2385-9976",스미싱
"[Web발신]
백신 접종 예약 변경 안내드립니다. 확인 http://vo.la/9g9b",스미싱
"[Web발신]
[알림] 미납 통신요금 35,000원 정지 예정 안내 http://xn--94nuk.xyz",스미싱
미소안과입니다. 처방하신 약 준비되었습니다. 방문해 주세요.,정상
[도서관] 대출하신 도서 반납일이 5/17입니다.,정상
"[Web발신]
[알림] 미납 통신요금 35,000원 정지 예정 안내 http://han.gl/xuac",스미싱
"[Web발신]
기업은행 체크카드 승인 12,900원 G마켓 17:33",정상
"[SKT] 이번 달 요금은 128,000원입니다. 자세한 내역은 고객센터 1588-3846 자세히 보기: https://www.naver.com/m87g",정상
[국제우편] 통관보류 물품 안내드립니다. 미확인시 폐기 처리 http://vo.la/xptb,스미싱
강미경아 생일 축하해! 좋은 하루 보내 앱에서 확인: https://www.naver.com/ay3e,정상
백화점 주문하신 상품이 발송되었습니다. 송장번호는 앱에서 확인하세요.,정상
"[Web발신]
재택 부업 모집. 하루 2시간 고수익 보장 http://han.gl/kjpt",스미싱
"[Web발신]
[신세계몰] 주문하신 상품이 결제 처리되었습니다. 취소 http://han.gl/bbyd",스미싱
"[Web발신]
[서울시청] 건강검진 미수검자 안내. 대상자 조회 http://vo.la/5tbu",스미싱
"[Web발신]
소액으로 시작하는 재테크. 원금보장 고수익 http://kr-xr2z.top",스미싱
[학원] 조은주 학생 오늘 결석했습니다. 확인 부탁드립니다.,정상
"[Web발신]
단기 알바 급하게 구합니다. 일당 20만원 지급 02-3072-8255",스미싱
"[Web발신]
[건강보험공단] 미납 과태료 128,000원 최종 안내. 미납시 재산압류 http://4t3q.duckdns.org",스미싱
[국세청] 민방위 교육 일정 안내입니다. 대상자는 사이버교육 이수 바랍니다. 자세히 보기: https://www.naver.com/aqua,정상
행복치과 검진 결과가 나왔습니다. 내원하셔서 상담 받으시기 바랍니다.,정상
"[Web발신]
[기업은행] 저금리 대환대출 최대 89,000원 한도확인 가능합니다 http://han.gl/xf5m",스미싱
"[Web발신]
[우체국택배] 배송지 미확인 상품 반송 예정입니다. 확인 http://kr-dqwm.top",스미싱
[모바일 청첩장] 최수진 결혼합니다. 초대장 확인 http://han.gl/aeuu,스미싱
"[Web발신]
[검찰청] 귀하의 명의로 계좌가 개설되어 수사중입니다. 확인 hxxp://bit.ly/r3486",스미싱
[CU편의점택배] 고객님의 상품이 오늘 도착 예정입니다. 기사 김민수 1666-5816,정상
"[Web발신]
[신세계몰] 주문하신 상품이 결제 처리되었습니다. 취소 http://me2.kr/dv7x",스미싱
"[Web발신]
고객님 앞으로 도착한 종물물품 1건이 있습니다. 조회 http://xn--nndqa.xyz",스미싱
"[Web발신]
마이너스통장 신규 대상자입니다. 서류없이 당일 입금 http://xn--quksb.xyz",스미싱
"[Web발신]
마이너스통장 신규 대상자입니다. 서류없이 당일 입금 hxxp://bit.ly/wpepp",스미싱
[G마켓] 주문번호 확인 결과 정상 배송 중입니다. 문의 02-3004-6176 앱에서 확인: https://www.naver.com/gy2z,정상
"[Web발신]
[경찰청] 미납 과태료 2,480,000원 최종 안내. 미납시 재산압류 ㅁㅁ링크",스미싱
[롯데택배] 고객님의 상품이 오늘 도착 예정입니다. 기사 박정호 1666-4725,정상
[서울시청] 민방위 교육 일정 안내입니다. 대상자는 사이버교육 이수 바랍니다.,정상
[한빛고등학교] 내일은 단축수업입니다. 하교 시간 확인 부탁드립니다. 자세히 보기: https://www.naver.com/gxdk,정상
"[Web발신]
단기 알바 급하게 구합니다. 일당 20만원 지급 02-0636-5572",스미싱
"[Web발신]
[우리은행] 대출 심사 결과 안내드립니다. 결과 확인 http://xn--azfkz.xyz",스미싱
"[Web발신]
[하나카드] 해외결제 356,000원 승인. 본인 아닐시 즉시 문의 http://han.gl/46kc",스미싱
[한진택배] 고객님의 상품이 오늘 도착 예정입니다. 기사 임지은 02-9551-5630,정상
"[Web발신]
[농협은행] 비정상 로그인 감지. 계정 정지 예정입니다 http://7ku8.duckdns.org",스미싱
[푸른어린이집] 급식 식단표를 가정통신문으로 배부하였습니다.,정상
"[Web발신]
[긴급] 미사용 포인트 12,900점 오늘 소멸됩니다 http://kr-pqsz.top",스미싱
"[Web발신]
고객님 앞으로 도착한 종물물품 1건이 있습니다. 조회 http://han.gl/dj3y",스미싱
"[Web발신]
계정 도용 의심으로 이용이 제한되었습니다. 해제 http://kr-b3nm.top",스미싱
[질병관리청] 민방위 교육 일정 안내입니다. 대상자는 사이버교육 이수 바랍니다.,정상
[미용실] 예약 2/03 22:40 확인되었습니다. 늦지 않게 방문 부탁드려요. 앱에서 확인: https://www.naver.com/mgda,정상
"[Web발신]
[신한은행] 고객님 신용등급 상승으로 추가한도 승인되었습니다 http://me2.kr/umgm",스미싱
[우체국택배] 배송이 완료되었습니다. 이용해 주셔서 감사합니다.,정상
[모바일 청첩장] 정대현 결혼합니다. 초대장 확인 http://xn--4qqyc.xyz,스미싱
"[Web발신]
소액으로 시작하는 재테크. 원금보장 고수익 http://xn--3jq47.xyz",스미싱
[햇살초등학교] 학부모 상담 주간 안내드립니다. 신청서를 보내드렸습니다. 앱에서 확인: https://www.naver.com/njaa,정상
"[LG U+] 이번 달 요금은 1,250,000원입니다. 자세한 내역은 고객센터 02-6314-0523",정상
"[Web발신]
마이너스통장 신규 대상자입니다. 서류없이 당일 입금 http://vo.la/vcks",스미싱
"[Web발신]
재택 부업 모집. 하루 2시간 고수익 보장 http://ps59.duckdns.org",스미싱
쿠팡 주문하신 상품이 발송되었습니다. 송장번호는 앱에서 확인하세요.,정상
장 보러 가는데 뭐 필요한 거 있어?,정상
[중앙중학교] 현장학습 관련 동의서 제출 부탁드립니다. 앱에서 확인: https://www.naver.com/p68g,정상
"[Web발신]
[긴급] 미사용 포인트 35,000점 오늘 소멸됩니다 http://vo.la/yw77",스미싱
[헬스장] 회원권이 8/14에 만료됩니다. 데스크로 문의 주세요.,정상
"[Web발신]
계정 도용 의심으로 이용이 제한되었습니다. 해제 http://me2.kr/hq56",스미싱
"[Web발신]
[검찰청] 귀하의 명의로 계좌가 개설되어 수사중입니다. 확인 http://han.gl/b7ed",스미싱
"[Web발신]
현대카드 승인 임*은
128,000원 일시불
12/19 21:15
백화점 앱에서 확인: https://www.naver.com/cdty",정상
[국민연금공단] 주민세 납부 기한은 10/11까지입니다. 문의는 02-2835-0377 앱에서 확인: https://www.naver.com/5rwn,정상
"[Web발신]
[신한은행] 고객님 계좌에서 89,000원 이체 시도가 감지되었습니다 ㅁㅁ링크",스미싱
"[Web발신]
[카카오뱅크] 고객님 계좌에서 12,900원 이체 시도가 감지되었습니다 http://vo.la/mhnq",스미싱
"[Web발신]
[행정안전부] 미납 과태료 35,000원 최종 안내. 미납시 재산압류 ㅁㅁ링크",스미싱
아빠 지금 통화 안돼서 문자로 보내. 이거 좀 확인해줘 http://xn--fwxgn.xyz,스미싱
"[Web발신]
[국민연금공단] 종합소득세 환급금 35,000원이 미수령 상태입니다. 신청 http://kr-prj9.top",스미싱
"[Web발신]
고객님 계좌가 보이스피싱 피해 계좌로 신고되었습니다 070-2901-7168",스미싱
[헬스장] 회원권이 1/12에 만료됩니다. 데스크로 문의 주세요. 앱에서 확인: https://www.naver.com/5dvq,정상
[CU편의점택배] 배송이 완료되었습니다. 이용해 주셔서 감사합니다.,정상
